Year,States,AgencyName,Population1,TotalOffenses,CrimesAgainstPersons,CrimesAgainstProperty,CrimesAgainstSociety,AssaultOffenses,AggravatedAssault,SimpleAssault,Intimidation,HomicideOffenses,MurderandNonnegligentManslaughter,NegligentManslaughter,JustifiableHomicide,HumanTraffickingOffenses,CommercialSexActs,InvoluntaryServitude,KidppingAbduction,SexOffenses,Rape,Sodomy,SexualAssaultWithanObject,Fondling,Incest,StatutoryRape,Arson,Bribery,BurglaryBreakingEntering,CounterfeitingForgery,DestructionDamageVandalismofProperty,Embezzlement,ExtortionBlackmail,FraudOffenses,FalsePretensesSwindleConfidence.Game,CreditCardAutomatedTellerMachineFraud,Impersotion,WelfareFraud,WireFraud,IdentityTheft,HackingComputerInvasion,LarcenyTheftOffenses,Pocketpicking,Pursestching,Shoplifting,TheftFromBuilding,TheftFromCoinOperatedMachineorDevice,TheftFromMotorVehicle,TheftofMotorVehiclePartsorAccessories,AllOtherLarceny,MotorVehicleTheft,Robbery,StolenPropertyOffenses,AnimalCruelty,DrugrcoticOffenses,DrugrcoticViolations,DrugEquipmentViolations,GamblingOffenses,BettingWagering,OperatingPromotingAssistingGambling,GamblingEquipmentViolations,SportsTampering,PornographyObsceneMaterial,ProstitutionOffenses,Prostitution,AssistingorPromotingProstitution,PurchasingProstitution,WeaponLawViolations
2020,Colorado,Manitou Springs,5435,219,36,157,26,31,7,22,2,1,1,0,0,0,0,0,0,4,2,1,0,1,0,0,2,0,9,6,27,0,0,17,4,2,1,1,0,7,2,74,1,0,9,2,0,17,6,39,17,2,3,1,21,17,4,0,0,0,0,0,0,0,0,0,0,4
2021,Colorado,Manitou Springs,5509,372,65,229,78,55,17,37,1,0,0,0,0,0,0,0,1,9,1,1,1,0,1,5,7,0,28,3,55,0,0,34,12,1,3,8,1,9,0,65,0,0,8,0,0,11,4,42,34,1,2,0,69,47,22,0,0,0,0,0,0,0,0,0,0,9
2022,Colorado,Manitou Springs,4782,291,59,160,72,52,12,37,3,0,0,0,0,0,0,0,0,7,0,0,2,1,0,4,7,0,18,6,40,0,0,14,5,4,5,0,0,0,0,63,0,1,11,2,0,17,5,27,12,0,0,0,65,33,32,0,0,0,0,0,0,0,0,0,0,7
2021,Wisconsin,Manitowoc,32233,1535,339,853,343,317,64,240,13,0,0,0,0,0,0,0,6,16,6,0,1,5,0,4,0,0,66,19,231,9,0,23,5,14,1,0,0,3,0,462,0,0,185,73,6,79,34,85,34,4,5,2,286,161,125,0,0,0,0,0,8,8,8,0,0,39
2022,Wisconsin,Manitowoc,34688,1399,282,694,423,263,55,198,10,0,0,0,0,0,0,0,5,14,6,2,1,5,0,0,2,0,64,19,131,10,1,18,12,3,3,0,0,0,0,419,0,0,211,73,2,47,15,71,23,5,2,1,347,191,156,0,0,0,0,0,2,43,42,1,0,30
2020,Minnesota,Mankato,43276,3114,802,1862,450,739,66,451,222,3,1,2,0,0,0,0,10,50,30,0,0,20,0,0,6,1,114,91,352,1,0,356,95,85,96,1,3,70,6,857,1,0,316,122,0,132,40,246,64,11,9,1,408,251,157,0,0,0,0,0,6,1,0,0,1,34
2021,Minnesota,Mankato,43802,3306,869,1965,472,799,98,479,222,2,2,0,0,0,0,0,10,58,29,2,0,27,0,0,5,0,169,66,390,2,5,357,111,79,96,1,7,58,5,874,2,0,281,132,0,136,112,211,64,21,12,0,426,272,154,0,0,0,0,0,7,0,0,0,0,39
2022,Minnesota,Mankato,44925,3120,859,1821,440,780,75,433,272,0,0,0,0,1,1,0,5,73,29,2,0,42,0,0,1,0,141,63,284,1,10,308,135,78,45,1,12,34,3,941,2,0,331,161,0,142,76,229,44,12,16,3,354,224,130,1,0,1,0,0,27,1,1,0,0,54
2020,Oklahoma,Mannford,3207,151,32,70,49,24,2,19,3,2,2,0,0,0,0,0,2,4,1,0,0,3,0,0,0,0,9,3,13,0,0,13,3,0,10,0,0,0,0,16,0,0,2,0,0,11,1,2,12,1,3,0,37,22,15,0,0,0,0,0,2,0,0,0,0,10
2021,Oklahoma,Mannford,3191,124,32,47,45,31,2,23,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0,5,0,0,9,5,0,2,1,1,0,0,11,0,0,1,2,0,0,1,7,10,0,4,0,40,22,18,0,0,0,0,0,1,0,0,0,0,4
2022,Oklahoma,Mannford,3279,175,32,50,93,29,3,18,8,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,2,1,8,0,0,8,2,2,3,0,1,0,0,20,0,0,5,1,0,4,1,9,5,0,6,0,83,47,36,0,0,0,0,0,1,0,0,0,0,9
2020,South Carolina,Manning,3869,940,294,509,137,286,52,160,74,4,4,0,0,0,0,0,0,4,2,0,0,0,1,1,1,0,44,19,57,0,0,60,56,0,0,0,4,0,0,307,0,0,132,5,3,58,10,99,13,4,4,1,117,106,11,0,0,0,0,0,0,0,0,0,0,19
2022,South Carolina,Manning,3830,863,247,436,180,241,44,145,52,0,0,0,0,0,0,0,2,4,2,0,0,2,0,0,0,0,46,17,72,0,0,63,53,0,2,4,2,1,1,226,0,0,110,2,1,28,3,82,7,2,3,1,162,145,17,0,0,0,0,0,0,0,0,0,0,17
2020,Texas,Manor,15569,541,119,331,91,110,19,86,5,1,1,0,0,0,0,0,2,6,4,1,1,0,0,0,1,0,22,9,81,0,0,18,10,6,2,0,0,0,0,169,0,0,1,0,1,45,0,122,25,6,0,0,77,62,15,0,0,0,0,0,3,1,1,0,0,10
2021,Texas,Manor,17725,462,103,283,76,100,23,65,12,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,2,0,19,1,91,0,0,16,11,3,2,0,0,0,0,132,0,0,0,0,0,35,1,96,19,2,1,0,58,50,8,0,0,0,0,0,1,0,0,0,0,17
2022,Texas,Manor,23497,605,139,375,91,128,32,81,15,1,1,0,0,0,0,0,2,8,3,1,4,0,0,0,3,0,29,2,82,0,0,22,20,1,1,0,0,0,0,203,0,0,3,0,1,20,1,178,24,7,3,0,59,58,1,0,0,0,0,0,1,1,1,0,0,30
2020,Arkansas,Mansfield,1090,83,25,27,31,25,8,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,5,1,2,2,0,0,0,0,10,0,0,0,0,0,0,1,9,1,0,0,0,30,18,12,0,0,0,0,0,0,0,0,0,0,1
2020,Texas,Mansfield,74360,1746,287,1252,207,265,40,179,46,3,3,0,0,0,0,0,0,19,8,0,0,8,0,3,2,0,90,26,146,0,0,191,124,62,3,0,0,0,2,704,0,0,280,0,3,177,27,217,76,17,0,3,148,146,2,1,1,0,0,0,5,0,0,0,0,50
2021,Arkansas,Mansfield,1083,59,11,20,28,11,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,4,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,6,3,0,0,0,26,18,8,0,0,0,0,0,0,0,0,0,0,2
2021,Louisiana,Mansfield,4544,51,30,15,6,29,23,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,1,0,0,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0
2021,Massachusetts,Mansfield,24880,590,173,394,23,159,28,107,24,0,0,0,0,0,0,0,0,14,6,1,0,1,1,5,0,0,18,25,82,0,2,122,23,12,35,0,1,51,0,126,1,0,25,13,0,38,10,39,13,3,3,1,12,12,0,0,0,0,0,0,4,0,0,0,0,6
2021,Missouri,Mansfield,1240,92,29,35,28,29,5,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,2,0,0,1,0,1,0,0,28,0,0,0,0,0,1,3,24,0,0,0,0,27,16,11,0,0,0,0,0,0,0,0,0,0,1
2021,Ohio,Mansfield,45971,5873,2207,2507,1159,2099,119,1969,11,0,0,0,0,0,0,0,20,88,41,3,0,44,0,0,22,0,299,43,549,0,2,257,76,36,0,1,12,132,0,1180,1,0,294,270,0,197,141,277,92,43,20,0,1052,591,461,0,0,0,0,0,11,6,0,6,0,90
2021,Texas,Mansfield,74925,2036,308,1455,273,278,35,174,69,2,2,0,0,0,0,0,2,26,17,0,0,9,0,0,0,0,110,20,106,0,0,393,329,63,1,0,0,0,0,740,0,0,173,0,2,157,29,379,75,11,0,3,207,199,8,0,0,0,0,0,3,0,0,0,0,60
2022,Arkansas,Mansfield,1061,43,16,24,3,16,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,0,1,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,11,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0
2022,Louisiana,Mansfield,4472,47,28,15,4,26,19,6,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2022,Massachusetts,Mansfield,23932,530,148,357,25,140,21,100,19,0,0,0,0,0,0,0,0,8,4,0,0,2,0,2,1,0,12,23,80,0,5,76,26,13,7,0,4,26,0,146,1,0,34,22,0,24,24,41,6,4,4,3,17,17,0,0,0,0,0,0,0,0,0,0,0,5
2022,Missouri,Mansfield,1259,87,17,23,47,16,3,10,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,1,0,1,8,0,0,1,1,43,27,16,0,0,0,0,0,1,0,0,0,0,2
2022,Ohio,Mansfield,47845,5992,2248,2457,1287,2150,152,1992,6,6,6,0,0,0,0,0,17,75,39,4,0,32,0,0,15,0,253,61,548,0,15,254,104,55,0,0,13,82,0,1145,7,0,216,318,4,174,132,294,108,28,30,0,1163,628,535,0,0,0,0,0,27,6,0,6,0,91
2022,Texas,Mansfield,75993,2079,340,1526,213,314,34,229,51,0,0,0,0,2,0,2,0,24,16,0,1,7,0,0,1,0,96,32,142,0,0,251,178,69,3,0,0,0,1,921,0,0,212,0,0,149,77,483,73,10,0,8,149,141,8,0,0,0,0,0,2,0,0,0,0,54
2021,North Carolina,Manteo,1483,122,23,63,36,19,2,16,1,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,10,0,13,0,0,7,4,2,1,0,0,0,0,27,0,1,3,0,0,6,0,17,1,2,3,1,33,17,16,0,0,0,0,0,1,0,0,0,0,1
2022,North Carolina,Manteo,1647,137,17,84,36,12,1,9,2,0,0,0,0,0,0,0,1,4,1,1,0,2,0,0,0,0,3,1,24,1,1,11,8,0,0,0,0,3,0,39,0,0,10,2,0,1,0,26,1,1,2,1,34,19,15,0,0,0,0,0,0,0,0,0,0,1
2020,Michigan,Manton,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Michigan,Manton,1625,21,7,13,1,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,Utah,Mantua,1336,25,5,8,12,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,11,8,3,0,0,0,0,0,0,0,0,0,0,1
2020,Texas,Manvel,13971,283,89,150,44,83,10,71,2,0,0,0,0,0,0,0,1,5,3,0,0,2,0,0,0,0,20,2,24,0,0,29,1,5,2,0,0,21,0,67,0,0,2,5,0,8,2,50,6,2,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,7
2021,Texas,Manvel,15262,317,107,134,76,100,23,71,6,0,0,0,0,0,0,0,2,5,3,0,0,2,0,0,0,0,20,1,18,0,0,8,1,7,0,0,0,0,0,76,0,0,1,0,0,8,2,65,4,2,5,0,58,48,10,0,0,0,0,0,0,0,0,0,0,18
2022,Texas,Manvel,14821,351,89,188,74,82,13,63,6,0,0,0,0,0,0,0,2,5,2,0,0,3,0,0,0,1,25,5,18,0,1,30,8,5,1,0,0,16,0,96,0,0,0,1,0,11,9,75,12,0,0,1,54,37,17,0,0,0,0,0,0,0,0,0,0,19
2022,Wisconsin,Maple Bluff,1326,50,17,9,24,17,11,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,1,3,0,1,0,20,14,6,0,0,0,0,0,0,0,0,0,0,4
2021,Minnesota,Maple Grove,74097,2807,347,2061,399,295,55,164,76,1,0,1,0,3,3,0,3,45,17,3,1,24,0,0,2,0,125,60,218,1,3,408,98,132,1,0,3,172,2,1137,14,18,478,45,0,271,53,258,51,19,37,2,342,248,94,0,0,0,0,0,9,1,0,0,1,45
2022,Minnesota,Maple Grove,70935,2804,341,2063,400,304,53,171,80,1,1,0,0,1,1,0,4,31,14,3,0,14,0,0,4,0,103,67,210,12,7,331,94,111,2,0,13,108,3,1208,8,20,625,91,0,195,50,219,65,12,44,1,324,255,69,0,0,0,0,0,16,0,0,0,0,59
2020,Ohio,Maple Heights,21953,1107,584,326,197,560,89,444,27,1,1,0,0,0,0,0,2,21,4,2,0,15,0,0,2,0,44,2,78,0,0,15,8,5,0,0,0,2,0,83,0,1,13,7,0,12,0,50,62,31,9,0,46,34,12,0,0,0,0,0,2,0,0,0,0,149
2021,Ohio,Maple Heights,21888,960,489,299,172,457,13,439,5,5,5,0,0,0,0,0,2,25,5,0,0,16,0,4,4,0,39,1,53,0,0,4,3,0,0,0,0,1,0,91,0,0,12,6,0,6,1,66,76,26,5,0,31,27,4,0,0,0,0,0,1,0,0,0,0,140
2022,New Jersey,Maple Shade Township,19911,902,213,640,49,194,37,138,19,3,3,0,0,0,0,0,1,15,7,0,0,8,0,0,1,0,59,16,58,0,3,93,23,30,38,0,0,2,0,326,0,0,69,48,0,52,80,77,57,15,12,0,38,27,11,0,0,0,0,0,2,1,1,0,0,8
2020,Washington,Maple Valley,27736,931,60,851,20,45,9,28,8,1,1,0,0,0,0,0,1,13,4,0,0,9,0,0,4,0,85,5,94,0,2,370,26,5,0,0,1,338,0,252,0,1,39,15,2,107,21,67,33,2,4,0,17,14,3,0,0,0,0,0,1,0,0,0,0,2
2021,Washington,Maple Valley,28065,716,106,595,15,96,10,59,27,0,0,0,0,0,0,0,0,10,9,0,0,1,0,0,5,0,61,6,96,0,0,67,15,11,1,0,3,37,0,308,0,0,50,16,0,130,46,66,43,9,0,0,11,11,0,0,0,0,0,0,3,0,0,0,0,1
2022,Washington,Maple Valley,28175,742,79,658,5,73,15,40,18,0,0,0,0,0,0,0,0,6,5,0,0,1,0,0,2,0,85,0,71,0,3,66,21,14,1,1,5,24,0,339,2,2,58,18,0,88,66,105,77,11,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1
2022,Alabama,Maplesville,643,63,10,25,28,10,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,2,1,1,0,0,0,0,0,14,0,0,2,5,0,1,0,6,0,0,0,0,25,16,9,0,0,0,0,0,0,0,0,0,0,3
2020,Minnesota,Mapleton,2189,45,17,23,5,15,7,6,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,2,0,0,6,2,1,1,1,0,1,0,10,0,0,1,2,0,2,2,3,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1
2020,Utah,Mapleton,11068,171,37,107,27,31,2,25,4,0,0,0,0,0,0,0,0,6,1,0,0,4,0,1,0,0,8,0,32,0,0,18,17,0,1,0,0,0,0,45,0,0,0,0,0,12,3,30,3,1,0,0,21,8,13,0,0,0,0,0,0,0,0,0,0,6
2021,Minnesota,Mapleton,2178,78,21,49,8,18,4,9,5,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,6,5,9,0,0,11,1,0,3,0,2,5,0,14,0,0,1,1,0,2,3,7,3,0,1,2,5,3,2,0,0,0,0,0,0,0,0,0,0,1
2021,Utah,Mapleton,11497,229,52,134,43,44,5,35,4,0,0,0,0,0,0,0,0,8,4,0,0,4,0,0,0,0,11,1,58,1,0,16,16,0,0,0,0,0,0,44,0,0,4,0,0,4,0,36,3,0,0,0,39,21,18,0,0,0,0,0,1,0,0,0,0,3
2022,Minnesota,Mapleton,2193,53,25,23,5,24,2,11,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,0,0,4,2,0,0,0,0,2,0,9,0,0,0,1,0,1,2,5,3,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2
2022,Utah,Mapleton,13415,211,55,92,64,45,8,31,6,0,0,0,0,0,0,0,1,9,8,0,0,1,0,0,0,0,6,0,29,0,0,13,13,0,0,0,0,0,0,40,0,0,0,0,0,9,1,30,4,0,0,0,60,33,27,0,0,0,0,0,0,0,0,0,0,4
2020,Minnesota,Maplewood,41096,3827,397,3250,180,374,81,254,39,0,0,0,0,0,0,0,6,17,8,2,0,7,0,0,9,0,292,96,842,1,1,270,65,85,22,0,3,94,1,1390,3,2,228,115,4,539,267,232,250,42,57,4,145,109,36,0,0,0,0,0,2,0,0,0,0,29
2020,Missouri,Maplewood,8096,809,115,636,58,113,31,71,11,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,61,8,93,8,0,56,22,15,3,1,3,12,0,349,2,1,183,23,0,66,26,48,44,10,7,2,46,28,18,0,0,0,0,0,0,0,0,0,0,10
2021,Minnesota,Maplewood,41057,4250,428,3594,228,395,101,251,43,1,1,0,0,0,0,0,6,26,8,1,0,17,0,0,13,0,269,69,1035,0,1,273,71,57,3,0,0,141,1,1598,3,1,197,102,4,500,537,254,241,37,58,2,181,123,58,0,0,0,0,0,1,0,0,0,0,44
2021,Missouri,Maplewood,8076,780,97,655,28,93,25,63,5,0,0,0,0,0,0,0,0,4,1,2,0,1,0,0,0,0,42,3,190,0,0,52,13,17,2,0,0,20,0,303,0,3,88,30,0,92,40,50,58,3,4,0,17,13,4,0,0,0,0,0,0,0,0,0,0,11
2022,Minnesota,Maplewood,47144,3895,460,3148,287,417,80,277,60,2,2,0,0,0,0,0,6,35,11,0,1,23,0,0,4,0,194,57,873,0,4,212,73,54,5,0,1,79,0,1386,3,4,268,86,2,334,443,246,314,44,60,3,221,139,82,0,0,0,0,0,10,0,0,0,0,53
2022,Missouri,Maplewood,8117,856,85,742,29,78,19,46,13,1,1,0,0,0,0,0,2,4,2,0,0,2,0,0,0,0,30,16,220,4,0,52,17,17,2,0,1,15,0,322,3,0,108,34,0,101,37,39,89,2,7,0,13,10,3,0,0,0,0,0,0,0,0,0,0,16
2022,New Jersey,Maplewood Township,25088,623,116,507,0,113,8,43,62,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,1,0,24,0,57,0,1,77,69,0,0,0,0,8,0,235,0,0,50,48,0,82,7,48,93,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Iowa,Maquoketa,5966,447,128,210,109,116,9,68,39,0,0,0,0,0,0,0,3,9,7,0,0,1,1,0,0,0,34,9,60,0,0,9,1,3,2,0,3,0,0,87,0,0,26,37,0,10,2,12,9,1,1,0,102,57,45,0,0,0,0,0,1,1,0,1,0,5
2021,Iowa,Maquoketa,5894,476,129,251,96,120,16,86,18,0,0,0,0,0,0,0,0,9,8,0,1,0,0,0,2,0,37,8,74,0,0,22,2,7,1,0,5,7,0,93,0,0,15,33,1,14,4,26,14,1,0,0,87,44,43,0,0,0,0,0,3,0,0,0,0,6
2022,Iowa,Maquoketa,6035,396,98,213,85,93,15,50,28,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,1,0,24,8,71,0,0,16,1,6,3,0,3,3,0,87,0,0,16,43,0,8,10,10,5,1,0,0,80,39,41,0,0,0,0,0,1,0,0,0,0,4
2021,Arizona,Marana,53347,2939,383,1851,705,361,43,262,56,2,2,0,0,2,2,0,0,18,5,0,0,12,0,1,5,0,47,20,417,7,0,194,76,18,10,2,15,52,21,1115,0,0,690,41,1,119,99,165,28,13,5,1,673,290,383,0,0,0,0,0,0,0,0,0,0,31
2022,Arizona,Marana,57119,2957,344,1725,888,331,26,247,58,1,1,0,0,0,0,0,1,11,5,0,0,4,0,2,7,0,86,15,137,8,0,231,113,29,6,0,11,62,10,1161,2,0,684,57,0,171,95,152,38,17,25,1,847,322,525,0,0,0,0,0,0,0,0,0,0,40
2020,Wisconsin,Marathon City,1505,15,2,11,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,1,0,0,4,0,0,1,0,0,0,1,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021,Oklahoma,Marble City,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Oklahoma,Marble City,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Texas,Marble Falls,7157,500,161,205,134,151,23,117,11,0,0,0,0,0,0,0,0,10,8,0,0,0,0,2,0,0,29,7,36,0,0,12,3,4,5,0,0,0,0,115,0,0,0,0,0,0,0,115,4,2,0,0,120,63,57,0,0,0,0,0,5,0,0,0,0,9
2021,Texas,Marble Falls,7231,628,203,219,206,187,18,156,13,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,2,0,20,3,43,0,0,15,1,3,11,0,0,0,0,126,0,0,0,0,0,0,0,126,10,0,0,0,191,93,98,0,0,0,0,0,0,0,0,0,0,15
2022,Texas,Marble Falls,7408,697,181,279,237,171,18,148,5,2,2,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,47,13,77,0,0,25,0,6,18,0,0,1,0,105,0,0,0,0,0,0,0,105,12,0,0,0,217,105,112,0,0,0,0,0,3,1,1,0,0,16
2021,Missouri,Marble Hill,1457,196,88,85,23,85,8,36,41,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,3,3,19,0,0,2,0,1,0,0,0,0,1,51,0,0,9,7,0,4,7,24,6,0,1,1,20,12,8,0,0,0,0,0,0,0,0,0,0,2
2022,Missouri,Marble Hill,1336,88,32,49,7,32,9,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,9,0,0,0,0,0,0,0,0,0,0,31,0,0,12,3,5,5,1,5,1,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,2
2020,Massachusetts,Marblehead,20525,461,61,380,20,59,13,31,15,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,12,6,69,2,0,163,37,2,124,0,0,0,0,118,1,0,7,14,0,22,0,74,2,0,7,0,9,8,1,1,0,1,0,0,8,0,0,0,0,2
2021,Massachusetts,Marblehead,20791,345,53,284,8,50,13,28,9,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,11,11,95,1,0,64,42,4,18,0,0,0,0,90,0,0,2,7,0,25,0,56,8,1,2,0,4,4,0,0,0,0,0,0,1,0,0,0,0,3
2022,Massachusetts,Marblehead,20289,300,66,229,5,65,12,40,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,16,6,84,4,0,35,24,6,5,0,0,0,0,76,0,0,4,7,0,11,0,54,5,1,1,0,2,2,0,0,0,0,0,0,2,0,0,0,0,1
2021,Missouri,Marceline,2047,45,18,21,6,16,0,15,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,4,0,0,1,0,1,0,0,0,0,0,11,0,0,2,4,1,2,1,1,1,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0
2022,Missouri,Marceline,2124,42,22,15,5,21,0,9,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,4,0,0,2,1,0,0,1,0,0,0,7,0,0,0,2,0,3,0,2,0,0,0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0
2022,Florida,Marco Island,16137,226,81,125,20,77,11,51,15,0,0,0,0,0,0,0,0,4,2,1,0,1,0,0,0,0,1,1,19,0,0,21,13,0,3,0,1,3,1,77,0,0,13,3,0,4,0,57,6,0,0,0,15,11,4,0,0,0,0,0,2,0,0,0,0,3
2020,Iowa,Marengo,2460,116,50,50,16,47,11,24,12,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,2,2,12,0,1,4,3,1,0,0,0,0,0,25,0,0,2,2,0,2,0,19,4,0,0,0,13,6,7,0,0,0,0,0,2,0,0,0,0,1
2021,Iowa,Marengo,2460,190,75,94,21,73,7,25,41,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,4,37,0,0,10,7,0,0,1,1,1,0,35,2,0,3,7,0,5,3,15,4,0,0,0,21,9,12,0,0,0,0,0,0,0,0,0,0,0
2022,Iowa,Marengo,2411,139,64,61,14,61,6,26,29,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,4,2,17,0,0,4,1,1,1,0,0,1,0,30,4,0,3,5,1,3,3,11,2,1,1,0,13,7,6,0,0,0,0,0,1,0,0,0,0,0
2020,Michigan,Marenisco Township,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Michigan,Marenisco Township,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Michigan,Marenisco Township,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,Marfa,1555,16,5,2,9,4,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,2
2022,Texas,Marfa,1749,15,4,7,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1
2021,Alabama,Margaret,5388,181,55,57,69,53,6,36,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,11,0,0,12,3,1,1,0,0,7,0,16,0,0,0,5,0,0,0,11,9,0,2,0,67,33,34,0,0,0,0,0,0,0,0,0,0,2
2022,Alabama,Margaret,5685,132,40,60,32,40,3,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,0,0,12,4,1,0,0,1,6,0,25,0,0,6,6,0,3,0,10,4,0,2,1,30,16,14,0,0,0,0,0,0,0,0,0,0,1
